gene_name	hgnc_id	disease_label	mondo_disease_id	classification	chromosome	start	end	strand	gene_id	transcript_id	protein_id	uniprot_id	entrez_id	mondo_ancestor_id	ancestor_label
ZMIZ1	HGNC:16493	complex neurodevelopmental disorder	MONDO_0100038	Definitive	10	79068966.0	79316519.0	+	ENSG00000108175	ENST00000334512	ENSP00000334474	Q9ULJ6	57178	MONDO_0005071	nervous system disorder
ZMPSTE24	HGNC:12877	mandibuloacral dysplasia with type B lipodystrophy	MONDO_0012074	Definitive	1	40258041.0	40294180.0	+	ENSG00000084073	ENST00000372759	ENSP00000361845	O75844	10269	MONDO_0021147	disorder of development or morphogenesis
ZMPSTE24	HGNC:12877	mandibuloacral dysplasia with type B lipodystrophy	MONDO_0012074	Definitive	1	40258041.0	40294180.0	+	ENSG00000084073	ENST00000372759	ENSP00000361845	O75844	10269	MONDO_0005066	metabolic disease
ZMPSTE24	HGNC:12877	mandibuloacral dysplasia with type B lipodystrophy	MONDO_0012074	Definitive	1	40258041.0	40294180.0	+	ENSG00000084073	ENST00000372759	ENSP00000361845	O75844	10269	MONDO_0002051	integumentary system disorder
ZMPSTE24	HGNC:12877	mandibuloacral dysplasia with type B lipodystrophy	MONDO_0012074	Definitive	1	40258041.0	40294180.0	+	ENSG00000084073	ENST00000372759	ENSP00000361845	O75844	10269	MONDO_0002081	musculoskeletal system disorder
ZMPSTE24	HGNC:12877	obsolete lethal restrictive dermopathy	MONDO_0010143	Definitive	1	40258041.0	40294180.0	+	ENSG00000084073	ENST00000372759	ENSP00000361845	O75844	10269		
ZMYND10	HGNC:19412	primary ciliary dyskinesia 22	MONDO_0014192	Definitive	3	50341110.0	50345732.0	-	ENSG00000004838	ENST00000231749	ENSP00000231749	O75800	51364	MONDO_0005087	respiratory system disorder
ZMYND11	HGNC:16966	syndromic complex neurodevelopmental disorder	MONDO_0800439	Definitive	10	130088.0	254637.0	+	ENSG00000015171	ENST00000381604	ENSP00000371017	Q15326	10771	MONDO_0005071	nervous system disorder
ZNF143	HGNC:12928	methylmalonic aciduria and homocystinuria	MONDO_0016826	Moderate	11	9460319.0	9528524.0	+	ENSG00000166478	ENST00000396602	ENSP00000379847	P52747	7702	MONDO_0005066	metabolic disease
ZNF143	HGNC:12928	methylmalonic aciduria and homocystinuria	MONDO_0016826	Moderate	11	9460319.0	9528524.0	+	ENSG00000166478	ENST00000396602	ENSP00000379847	P52747	7702	MONDO_0005570	hematologic disorder
ZNF143	HGNC:12928	methylmalonic aciduria and homocystinuria	MONDO_0016826	Moderate	11	9460319.0	9528524.0	+	ENSG00000166478	ENST00000396602	ENSP00000379847	P52747	7702	MONDO_0005137	nutritional disorder
ZNF292	HGNC:18410	complex neurodevelopmental disorder	MONDO_0100038	Definitive	6	87151803.0	87265943.0	+	ENSG00000188994	ENST00000369577	ENSP00000358590	O60281	23036	MONDO_0005071	nervous system disorder
ZNF341	HGNC:15992	hyper-IgE recurrent infection syndrome 3, autosomal recessive	MONDO_0032654	Definitive	20	33731657.0	33792269.0	+	ENSG00000131061	ENST00000375200	ENSP00000364346	Q9BYN7	84905	MONDO_0005570	hematologic disorder
ZNF341	HGNC:15992	hyper-IgE recurrent infection syndrome 3, autosomal recessive	MONDO_0032654	Definitive	20	33731657.0	33792269.0	+	ENSG00000131061	ENST00000375200	ENSP00000364346	Q9BYN7	84905	MONDO_0005046	immune system disorder
ZNF41	HGNC:13107	non-syndromic X-linked intellectual disability	MONDO_0019181	Disputed	X	47445178.0	47483222.0	-	ENSG00000147124	ENST00000684689	ENSP00000508254	P51814	7592	MONDO_0002025	psychiatric disorder
ZNF41	HGNC:13107	non-syndromic X-linked intellectual disability	MONDO_0019181	Disputed	X	47445178.0	47483222.0	-	ENSG00000147124	ENST00000684689	ENSP00000508254	P51814	7592	MONDO_0005071	nervous system disorder
ZNF423	HGNC:16762	nephronophthisis	MONDO_0019005	Limited	16	49487524.0	49857919.0	-	ENSG00000102935	ENST00000563137			23090	MONDO_0002118	urinary system disorder
ZNF462	HGNC:21684	Weiss-Kruszka syndrome	MONDO_0032836	Definitive	9	106863166.0	107013634.0	+	ENSG00000148143	ENST00000277225	ENSP00000277225	Q96JM2	58499	MONDO_0021147	disorder of development or morphogenesis
ZNF462	HGNC:21684	Weiss-Kruszka syndrome	MONDO_0032836	Definitive	9	106863166.0	107013634.0	+	ENSG00000148143	ENST00000277225	ENSP00000277225	Q96JM2	58499	MONDO_0002081	musculoskeletal system disorder
ZNF674	HGNC:17625	X-linked intellectual disability	MONDO_0100284	Disputed	X	46497725.0	46545457.0	-	ENSG00000251192	ENST00000683375			641339	MONDO_0002025	psychiatric disorder
ZNF674	HGNC:17625	X-linked intellectual disability	MONDO_0100284	Disputed	X	46497725.0	46545457.0	-	ENSG00000251192	ENST00000683375			641339	MONDO_0005071	nervous system disorder
ZNF711	HGNC:13128	X-linked complex neurodevelopmental disorder	MONDO_0100148	Definitive	X	85243991.0	85273362.0	+	ENSG00000147180	ENST00000674551	ENSP00000502839	Q9Y462	7552	MONDO_0005071	nervous system disorder
ZNF81	HGNC:13156	X-linked intellectual disability	MONDO_0100284	Disputed	X	47836902.0	48002561.0	+	ENSG00000197779	ENST00000338637	ENSP00000341151	P51508	347344	MONDO_0002025	psychiatric disorder
ZNF81	HGNC:13156	X-linked intellectual disability	MONDO_0100284	Disputed	X	47836902.0	48002561.0	+	ENSG00000197779	ENST00000338637	ENSP00000341151	P51508	347344	MONDO_0005071	nervous system disorder
SPI1	HGNC:11241	agammaglobulinemia 10, autosomal dominant	MONDO_0030529	Definitive	11	47354860.0	47409369.0	-	ENSG00000066336	ENST00000378538	ENSP00000367799	P17947	6688	MONDO_0005570	hematologic disorder
SPI1	HGNC:11241	agammaglobulinemia 10, autosomal dominant	MONDO_0030529	Definitive	11	47354860.0	47409369.0	-	ENSG00000066336	ENST00000378538	ENSP00000367799	P17947	6688	MONDO_0005046	immune system disorder
SLC39A13	HGNC:20859	Ehlers-Danlos syndrome, spondylocheirodysplastic type	MONDO_0012873	Definitive	11	47407132.0	47416496.0	+	ENSG00000165915	ENST00000362021	ENSP00000354689	Q96H72	91252	MONDO_0021147	disorder of development or morphogenesis
SLC39A13	HGNC:20859	Ehlers-Danlos syndrome, spondylocheirodysplastic type	MONDO_0012873	Definitive	11	47407132.0	47416496.0	+	ENSG00000165915	ENST00000362021	ENSP00000354689	Q96H72	91252	MONDO_0005066	metabolic disease
SLC39A13	HGNC:20859	Ehlers-Danlos syndrome, spondylocheirodysplastic type	MONDO_0012873	Definitive	11	47407132.0	47416496.0	+	ENSG00000165915	ENST00000362021	ENSP00000354689	Q96H72	91252	MONDO_0002081	musculoskeletal system disorder
SLC39A4	HGNC:17129	acrodermatitis enteropathica	MONDO_0008713	Definitive	8	144409742.0	144416844.0	-	ENSG00000147804	ENST00000301305	ENSP00000301305	Q6P5W5	55630	MONDO_0005066	metabolic disease
AHCY	HGNC:343	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase	MONDO_0013404	Definitive	20	34280268.0	34311802.0	-	ENSG00000101444	ENST00000217426	ENSP00000217426	P23526	191	MONDO_0005066	metabolic disease
PSPH	HGNC:9577	neurometabolic disorder due to serine deficiency	MONDO_0018162	Moderate	7	56011051.0	56051604.0	-	ENSG00000146733	ENST00000275605	ENSP00000275605	P78330	5723	MONDO_0005066	metabolic disease
GLUL	HGNC:4341	congenital brain dysgenesis due to glutamine synthetase deficiency	MONDO_0012393	Moderate	1	182378098.0	182392206.0	-	ENSG00000135821	ENST00000331872	ENSP00000356537	P15104	2752	MONDO_0005066	metabolic disease
SUGCT	HGNC:16001	glutaric acidemia type 3	MONDO_0009283	Moderate	7	40135005.0	40860763.0	+	ENSG00000175600	ENST00000335693	ENSP00000338475	Q9HAC7	79783	MONDO_0005066	metabolic disease
WDR35	HGNC:29250	short-rib thoracic dysplasia 7 with or without polydactyly	MONDO_0013569	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000281405	ENSP00000281405	Q9P2L0	57539	MONDO_0005087	respiratory system disorder
WDR35	HGNC:29250	short-rib thoracic dysplasia 7 with or without polydactyly	MONDO_0013569	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000281405	ENSP00000281405	Q9P2L0	57539	MONDO_0002081	musculoskeletal system disorder
WDR35	HGNC:29250	short-rib thoracic dysplasia 7 with or without polydactyly	MONDO_0013569	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000281405	ENSP00000281405	Q9P2L0	57539	MONDO_0002118	urinary system disorder
WDR35	HGNC:29250	short-rib thoracic dysplasia 7 with or without polydactyly	MONDO_0013569	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000345530	ENSP00000314444	Q9P2L0	57539	MONDO_0005087	respiratory system disorder
WDR35	HGNC:29250	short-rib thoracic dysplasia 7 with or without polydactyly	MONDO_0013569	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000345530	ENSP00000314444	Q9P2L0	57539	MONDO_0002081	musculoskeletal system disorder
WDR35	HGNC:29250	short-rib thoracic dysplasia 7 with or without polydactyly	MONDO_0013569	Definitive	2	19910263.0	19990105.0	-	ENSG00000118965	ENST00000345530	ENSP00000314444	Q9P2L0	57539	MONDO_0002118	urinary system disorder
GDAP2	HGNC:18010	spinocerebellar ataxia, autosomal recessive 27	MONDO_0032706	Strong	1	117863485.0	117929621.0	-	ENSG00000196505	ENST00000369443	ENSP00000358451	Q9NXN4	54834	MONDO_0005071	nervous system disorder
PIGB	HGNC:8959	developmental and epileptic encephalopathy, 80	MONDO_0032822	Moderate	15	55318960.0	55355648.0	+	ENSG00000069943	ENST00000164305	ENSP00000164305	Q92521	9488	MONDO_0005066	metabolic disease
PIGB	HGNC:8959	developmental and epileptic encephalopathy, 80	MONDO_0032822	Moderate	15	55318960.0	55355648.0	+	ENSG00000069943	ENST00000164305	ENSP00000164305	Q92521	9488	MONDO_0005071	nervous system disorder
CYB5A	HGNC:2570	methemoglobinemia type 4	MONDO_0009605	Definitive	18	74250846.0	74291973.0	-	ENSG00000166347	ENST00000340533	ENSP00000341625	P00167	1528	MONDO_0005570	hematologic disorder
CYB5R3	HGNC:2873	methemoglobinemia due to deficiency of methemoglobin reductase	MONDO_0009606	Definitive	22	42615730.0	42720870.0	-	ENSG00000100243	ENST00000352397	ENSP00000338461	P00387	1727	MONDO_0005570	hematologic disorder
ACTA2	HGNC:130	familial thoracic aortic aneurysm and aortic dissection	MONDO_0019625	Definitive	10	88934822.0	88991339.0	-	ENSG00000107796	ENST00000224784	ENSP00000224784	P62736	59	MONDO_0004995	cardiovascular disorder
ANK2	HGNC:493	Brugada syndrome	MONDO_0015263	Disputed	4	112818032.0	113384221.0	+	ENSG00000145362	ENST00000357077	ENSP00000349588	Q01484	287	MONDO_0004995	cardiovascular disorder
ATF6	HGNC:791	achromatopsia	MONDO_0018852	Strong	1	161766298.0	161977574.0	+	ENSG00000118217	ENST00000367942	ENSP00000356919	P18850	22926	MONDO_0002022	disorder of orbital region
ATF6	HGNC:791	achromatopsia	MONDO_0018852	Strong	1	161766298.0	161977574.0	+	ENSG00000118217	ENST00000367942	ENSP00000356919	P18850	22926	MONDO_0002025	psychiatric disorder
ATF6	HGNC:791	achromatopsia	MONDO_0018852	Strong	1	161766298.0	161977574.0	+	ENSG00000118217	ENST00000367942	ENSP00000356919	P18850	22926	MONDO_0024458	disorder of visual system
ATF6	HGNC:791	achromatopsia	MONDO_0018852	Strong	1	161766298.0	161977574.0	+	ENSG00000118217	ENST00000367942	ENSP00000356919	P18850	22926	MONDO_0005071	nervous system disorder
BAG3	HGNC:939	myofibrillar myopathy	MONDO_0018943	Definitive	10	119651380.0	119677819.0	+	ENSG00000151929	ENST00000369085	ENSP00000358081	O95817	9531	MONDO_0002081	musculoskeletal system disorder
BGN	HGNC:1044	familial thoracic aortic aneurysm and aortic dissection	MONDO_0019625	Limited	X	153494980.0	153509546.0	+	ENSG00000182492	ENST00000331595	ENSP00000327336	P21810	633	MONDO_0004995	cardiovascular disorder
C1QB	HGNC:1242	C1Q deficiency	MONDO_0013343	Definitive	1	22652762.0	22661637.0	+	ENSG00000173369	ENST00000509305			713	MONDO_0005046	immune system disorder
CACNA1C	HGNC:1390	Brugada syndrome	MONDO_0015263	Disputed	12	1970772.0	2697950.0	+	ENSG00000151067	ENST00000399655	ENSP00000382563	Q13936	775	MONDO_0004995	cardiovascular disorder
CACNA1C	HGNC:1390	Brugada syndrome	MONDO_0015263	Disputed	12	1970772.0	2697950.0	+	ENSG00000151067	ENST00000399655	ENSP00000382563	Q13936	100874369	MONDO_0004995	cardiovascular disorder
CACNA1C	HGNC:1390	Brugada syndrome	MONDO_0015263	Disputed	12	1970772.0	2697950.0	+	ENSG00000151067	ENST00000399603	ENSP00000382512	Q13936	775	MONDO_0004995	cardiovascular disorder
CACNA1C	HGNC:1390	Brugada syndrome	MONDO_0015263	Disputed	12	1970772.0	2697950.0	+	ENSG00000151067	ENST00000399603	ENSP00000382512	Q13936	100874369	MONDO_0004995	cardiovascular disorder
CACNA2D1	HGNC:1399	Brugada syndrome 1	MONDO_0011001	Disputed	7	81946444.0	82443956.0	-	ENSG00000153956	ENST00000356860	ENSP00000349320	P54289	781	MONDO_0004995	cardiovascular disorder
CACNB2	HGNC:1402	Brugada syndrome 1	MONDO_0011001	Disputed	10	18140424.0	18543557.0	+	ENSG00000165995	ENST00000324631	ENSP00000320025	Q08289	783	MONDO_0004995	cardiovascular disorder
CACNB2	HGNC:1402	Brugada syndrome 1	MONDO_0011001	Disputed	10	18140424.0	18543557.0	+	ENSG00000165995	ENST00000377329	ENSP00000366546	Q08289	783	MONDO_0004995	cardiovascular disorder
CDH1	HGNC:1748	familial ovarian cancer	MONDO_0016248	No Known Disease Relationship	16	68737292.0	68835537.0	+	ENSG00000039068	ENST00000261769	ENSP00000261769	P12830	999	MONDO_0005039	reproductive system disorder
CDH1	HGNC:1748	familial ovarian cancer	MONDO_0016248	No Known Disease Relationship	16	68737292.0	68835537.0	+	ENSG00000039068	ENST00000261769	ENSP00000261769	P12830	999	MONDO_0005151	endocrine system disorder
CDH1	HGNC:1748	familial ovarian cancer	MONDO_0016248	No Known Disease Relationship	16	68737292.0	68835537.0	+	ENSG00000039068	ENST00000261769	ENSP00000261769	P12830	999	MONDO_0045024	cancer or benign tumor
CDKN1B	HGNC:1785	hereditary nonpolyposis colon cancer	MONDO_0018630	Limited	12	12685498.0	12722369.0	+	ENSG00000111276	ENST00000228872	ENSP00000228872	P46527	1027	MONDO_0004335	digestive system disorder
CDKN1B	HGNC:1785	hereditary nonpolyposis colon cancer	MONDO_0018630	Limited	12	12685498.0	12722369.0	+	ENSG00000111276	ENST00000228872	ENSP00000228872	P46527	1027	MONDO_0045024	cancer or benign tumor
CHD1L	HGNC:1916	congenital anomaly of kidney and urinary tract	MONDO_0019719	Limited	1	147242654.0	147295765.0	+	ENSG00000131778	ENST00000369258	ENSP00000358262	Q86WJ1	9557	MONDO_0021147	disorder of development or morphogenesis
CHD1L	HGNC:1916	congenital anomaly of kidney and urinary tract	MONDO_0019719	Limited	1	147242654.0	147295765.0	+	ENSG00000131778	ENST00000369258	ENSP00000358262	Q86WJ1	9557	MONDO_0002118	urinary system disorder
CHEK1	HGNC:1925	familial ovarian cancer	MONDO_0016248	No Known Disease Relationship	11	125625163.0	125676255.0	+	ENSG00000149554	ENST00000438015	ENSP00000388648	O14757	1111	MONDO_0005039	reproductive system disorder
CHEK1	HGNC:1925	familial ovarian cancer	MONDO_0016248	No Known Disease Relationship	11	125625163.0	125676255.0	+	ENSG00000149554	ENST00000438015	ENSP00000388648	O14757	1111	MONDO_0005151	endocrine system disorder
CHEK1	HGNC:1925	familial ovarian cancer	MONDO_0016248	No Known Disease Relationship	11	125625163.0	125676255.0	+	ENSG00000149554	ENST00000438015	ENSP00000388648	O14757	1111	MONDO_0045024	cancer or benign tumor
CHEK1	HGNC:1925	hereditary breast carcinoma	MONDO_0016419	No Known Disease Relationship	11	125625163.0	125676255.0	+	ENSG00000149554	ENST00000438015	ENSP00000388648	O14757	1111	MONDO_0002657	breast disorder
CHEK1	HGNC:1925	hereditary breast carcinoma	MONDO_0016419	No Known Disease Relationship	11	125625163.0	125676255.0	+	ENSG00000149554	ENST00000438015	ENSP00000388648	O14757	1111	MONDO_0045024	cancer or benign tumor
CHEK2	HGNC:16627	hereditary nonpolyposis colon cancer	MONDO_0018630	Limited	22	28687743.0	28742422.0	-	ENSG00000183765	ENST00000404276	ENSP00000385747	O96017	11200	MONDO_0004335	digestive system disorder
CHEK2	HGNC:16627	hereditary nonpolyposis colon cancer	MONDO_0018630	Limited	22	28687743.0	28742422.0	-	ENSG00000183765	ENST00000404276	ENSP00000385747	O96017	11200	MONDO_0045024	cancer or benign tumor
COL2A1	HGNC:2200	spondyloepiphyseal dysplasia, Stanescu type	MONDO_0014701	Moderate	12	47972967.0	48004554.0	-	ENSG00000139219	ENST00000380518	ENSP00000369889	P02458	1280	MONDO_0021147	disorder of development or morphogenesis
COL2A1	HGNC:2200	spondyloepiphyseal dysplasia, Stanescu type	MONDO_0014701	Moderate	12	47972967.0	48004554.0	-	ENSG00000139219	ENST00000380518	ENSP00000369889	P02458	1280	MONDO_0003900	connective tissue disorder
COL2A1	HGNC:2200	spondyloepiphyseal dysplasia, Stanescu type	MONDO_0014701	Moderate	12	47972967.0	48004554.0	-	ENSG00000139219	ENST00000380518	ENSP00000369889	P02458	1280	MONDO_0002081	musculoskeletal system disorder
COL9A1	HGNC:2217	Stickler syndrome	MONDO_0019354	Limited	6	70216040.0	70303084.0	-	ENSG00000112280	ENST00000357250	ENSP00000349790	P20849	1297	MONDO_0021147	disorder of development or morphogenesis
COL9A1	HGNC:2217	Stickler syndrome	MONDO_0019354	Limited	6	70216040.0	70303084.0	-	ENSG00000112280	ENST00000357250	ENSP00000349790	P20849	1297	MONDO_0002022	disorder of orbital region
COL9A1	HGNC:2217	Stickler syndrome	MONDO_0019354	Limited	6	70216040.0	70303084.0	-	ENSG00000112280	ENST00000357250	ENSP00000349790	P20849	1297	MONDO_0002081	musculoskeletal system disorder
COL9A1	HGNC:2217	Stickler syndrome	MONDO_0019354	Limited	6	70216040.0	70303084.0	-	ENSG00000112280	ENST00000357250	ENSP00000349790	P20849	1297	MONDO_0024458	disorder of visual system
COL9A1	HGNC:2217	Stickler syndrome	MONDO_0019354	Limited	6	70216040.0	70303084.0	-	ENSG00000112280	ENST00000357250	ENSP00000349790	P20849	1297	MONDO_0005071	nervous system disorder
CTNNA1	HGNC:2509	hereditary nonpolyposis colon cancer	MONDO_0018630	No Known Disease Relationship	5	138610967.0	138935034.0	+	ENSG00000044115	ENST00000302763	ENSP00000304669	P35221	1495	MONDO_0004335	digestive system disorder
CTNNA1	HGNC:2509	hereditary nonpolyposis colon cancer	MONDO_0018630	No Known Disease Relationship	5	138610967.0	138935034.0	+	ENSG00000044115	ENST00000302763	ENSP00000304669	P35221	1495	MONDO_0045024	cancer or benign tumor
DNMT1	HGNC:2976	autosomal dominant cerebellar ataxia, deafness and narcolepsy	MONDO_0011397	Definitive	19	10133342.0	10231286.0	-	ENSG00000130816	ENST00000359526	ENSP00000352516	P26358	1786	MONDO_0002025	psychiatric disorder
DNMT1	HGNC:2976	autosomal dominant cerebellar ataxia, deafness and narcolepsy	MONDO_0011397	Definitive	19	10133342.0	10231286.0	-	ENSG00000130816	ENST00000359526	ENSP00000352516	P26358	1786	MONDO_0005071	nervous system disorder
EFEMP2	HGNC:3219	familial thoracic aortic aneurysm and aortic dissection	MONDO_0019625	Moderate	11	65866441.0	65873592.0	-	ENSG00000172638	ENST00000307998	ENSP00000309953	O95967	30008	MONDO_0004995	cardiovascular disorder
EPHX1	HGNC:3401	hereditary nonpolyposis colon cancer	MONDO_0018630	Limited	1	225810124.0	225845563.0	+	ENSG00000143819	ENST00000272167	ENSP00000272167	P07099	2052	MONDO_0004335	digestive system disorder
EPHX1	HGNC:3401	hereditary nonpolyposis colon cancer	MONDO_0018630	Limited	1	225810124.0	225845563.0	+	ENSG00000143819	ENST00000272167	ENSP00000272167	P07099	2052	MONDO_0045024	cancer or benign tumor
FAN1	HGNC:29170	hereditary nonpolyposis colon cancer	MONDO_0018630	Limited	15	30890559.0	30943108.0	+	ENSG00000198690	ENST00000362065	ENSP00000354497	Q9Y2M0	22909	MONDO_0004335	digestive system disorder
FAN1	HGNC:29170	hereditary nonpolyposis colon cancer	MONDO_0018630	Limited	15	30890559.0	30943108.0	+	ENSG00000198690	ENST00000362065	ENSP00000354497	Q9Y2M0	22909	MONDO_0045024	cancer or benign tumor
FBN1	HGNC:3603	familial thoracic aortic aneurysm and aortic dissection	MONDO_0019625	Definitive	15	48408313.0	48645721.0	-	ENSG00000166147	ENST00000316623	ENSP00000325527	P35555	2200	MONDO_0004995	cardiovascular disorder
FBN2	HGNC:3604	familial thoracic aortic aneurysm and aortic dissection	MONDO_0019625	Limited	5	128257909.0	128659185.0	-	ENSG00000138829	ENST00000262464	ENSP00000262464	P35556	2201	MONDO_0004995	cardiovascular disorder
FLNA	HGNC:3754	familial thoracic aortic aneurysm and aortic dissection	MONDO_0019625	Limited	X	154348524.0	154374634.0	-	ENSG00000196924	ENST00000369850	ENSP00000358866	P21333	2316	MONDO_0004995	cardiovascular disorder
FLNC	HGNC:3756	myofibrillar myopathy 5	MONDO_0012289	Definitive	7	128830406.0	128859274.0	+	ENSG00000128591	ENST00000325888	ENSP00000327145	Q14315	2318	MONDO_0002081	musculoskeletal system disorder
FLNC	HGNC:3756	myofibrillar myopathy 5	MONDO_0012289	Definitive	7	128830406.0	128859274.0	+	ENSG00000128591	ENST00000325888	ENSP00000327145	Q14315	2318	MONDO_0005071	nervous system disorder
